시군구,상가명,지번주소,건물명,건물유형,등록전유부수,실제영업중수,비고
영등포구,해바라기복권방,서울특별시 영등포구 대림동 693-5,도명빌딩,일반,,,일반건축물(단일단위)
성동구,소망공인중개사사무소,서울특별시 성동구 용답동 4-11,1,일반,,,일반건축물(단일단위)
성동구,하나애드,서울특별시 성동구 성수동1가 13-164,서울숲IT밸리,집합,1,78,불일치(등록<실제)
성동구,비어오크,서울특별시 성동구 마장동 791-9,봉호빌딩,일반,,,일반건축물(단일단위)
성동구,남도집,서울특별시 성동구 도선동 83, ,일반,,,일반건축물(단일단위)
성동구,법무사이두석사무소,서울특별시 성동구 성수동1가 13-445, ,일반,,,일반건축물(단일단위)
성동구,짱텔레콤,서울특별시 성동구 용답동 57-13, ,일반,,,일반건축물(단일단위)
성동구,김종용누룽지통닭,서울특별시 성동구 행당동 19-46, ,일반,,,일반건축물(단일단위)
성동구,에스에이텍스타일,서울특별시 성동구 옥수동 323-17,옥수동 조을빌딩,일반,,,일반건축물(단일단위)
성동구,부동산랜드공인중개사사무소,서울특별시 성동구 송정동 73-420, ,일반,,,일반건축물(단일단위)
성동구,홍단,서울특별시 성동구 성수동2가 302-8,블루스톤타워,집합,1,30,불일치(등록<실제)
성동구,법무사원경희사무소,서울특별시 성동구 옥수동 220-1,한남하이츠아파트,집합,1,7,불일치(등록<실제)
성동구,단지내에이스공인중개사사무소,서울특별시 성동구 금호동2가 1,신금호파크자이,집합,1,17,불일치(등록<실제)
성동구,투워드,서울특별시 성동구 옥수동 100,옥수하이츠아파트,집합,1,11,불일치(등록<실제)
성동구,하나기획,서울특별시 성동구 용답동 236-5,삼호오피스텔,집합,1,14,불일치(등록<실제)
성동구,포스트디자인,서울특별시 성동구 성수동1가 13-207,서울숲AK밸리 지식산업센터,집합,1,81,불일치(등록<실제)
성동구,건강한약국,서울특별시 성동구 도선동 48,한일빌딩,일반,,,일반건축물(단일단위)
성동구,누아흐,서울특별시 성동구 성수동1가 13-117,뚝섬리버빌,집합,1,3,불일치(등록<실제)
성동구,라쿵푸마라탕,서울특별시 성동구 금호동1가 514, ,일반,,,일반건축물(단일단위)
성동구,빙고스타,서울특별시 성동구 마장동 574, ,일반,,,일반건축물(단일단위)
성동구,임페리얼골프아카데미,서울특별시 성동구 행당동 147,서울숲삼부아파트,집합,1,13,불일치(등록<실제)
성동구,파란컴퍼니,서울특별시 성동구 옥수동 528,이편한세상옥수파크힐스,집합,1,15,불일치(등록<실제)
성동구,내가찜한닭,서울특별시 성동구 행당동 3-14, ,일반,,,일반건축물(단일단위)
성동구,성수꼬마,서울특별시 성동구 성수동1가 36-7, ,일반,,,일반건축물(단일단위)
성동구,미꼬쥬얼리주,서울특별시 성동구 성수동2가 277-40,신흥아파트형공장,집합,1,6,불일치(등록<실제)
성동구,한국성과코칭협회,서울특별시 성동구 성수동2가 315-61,성수역 SK V1 tower,집합,1,114,불일치(등록<실제)
성동구,에이엔에이치인터내셔날주,서울특별시 성동구 성수동2가 277-174,제이타워,일반,,,일반건축물(단일단위)
성동구,한국석면환경협회,서울특별시 성동구 성수동2가 284-9, ,일반,,,일반건축물(단일단위)
성동구,서울그린트러스트재,서울특별시 성동구 성수동1가 685-217, ,일반,,,일반건축물(단일단위)
성동구,숲생태지도자협회,서울특별시 성동구 성수동1가 656-564, ,일반,,,일반건축물(단일단위)
성동구,한국공공디자인지역지원재단,서울특별시 성동구 행당동 17,본관행정동,일반,,,일반건축물(단일단위)
성동구,에코파티메아리,서울특별시 성동구 성수동2가 280-22, ,일반,,,일반건축물(단일단위)
성동구,한류국제문화교류협회,서울특별시 성동구 행당동 347,전기실(77동),집합,1,26,불일치(등록<실제)
성동구,루트임팩트,서울특별시 성동구 성수동1가 22-8, ,일반,,,일반건축물(단일단위)
성동구,하나패스주,서울특별시 성동구 성수동1가 656-766,개풍빌딩,일반,,,일반건축물(단일단위)
성동구,코코스트레블,서울특별시 성동구 용답동 235-8, ,집합,1,8,불일치(등록<실제)
강북구,근이네야채가게,서울특별시 강북구 미아동 301-62, ,일반,,,일반건축물(단일단위)
강북구,리안헤어미아,서울특별시 강북구 미아동 58, ,일반,,,일반건축물(단일단위)
강북구,케이마트,서울특별시 강북구 미아동 310-5,캠프더블루빌딩,일반,,,일반건축물(단일단위)
강북구,프라자안경,서울특별시 강북구 수유동 63,"삼호아파트, 수유프라자",집합,1,17,불일치(등록<실제)
강북구,에스비정보통신,서울특별시 강북구 수유동 172-148, ,일반,,,일반건축물(단일단위)
강북구,여래사,서울특별시 강북구 수유동 410-181, ,일반,,,일반건축물(단일단위)
강북구,국선도수유수련원,서울특별시 강북구 수유동 468-235,샤이어빌,집합,1,1,
강북구,미인만들기,서울특별시 강북구 미아동 126-12, ,일반,,,일반건축물(단일단위)
강북구,우리순대국,서울특별시 강북구 우이동 49-15, ,일반,,,일반건축물(단일단위)
강북구,준이네,서울특별시 강북구 미아동 1353,에스케이북한산시티아파트,집합,1,49,불일치(등록<실제)
강북구,찰떡궁합,서울특별시 강북구 수유동 175-61, ,일반,,,일반건축물(단일단위)
강북구,참행복한집,서울특별시 강북구 수유동 280-38, ,일반,,,일반건축물(단일단위)
강북구,비코바스,서울특별시 강북구 수유동 179-8, ,일반,,,일반건축물(단일단위)
강북구,시골닭발,서울특별시 강북구 수유동 221-21, ,일반,,,일반건축물(단일단위)
강북구,행복한새참,서울특별시 강북구 미아동 1353-5,에스케이 북한산시티아파트,집합,1,27,불일치(등록<실제)
강북구,썸,서울특별시 강북구 미아동 44-30, ,일반,,,일반건축물(단일단위)
강북구,도누가,서울특별시 강북구 미아동 301-17, ,일반,,,일반건축물(단일단위)
강북구,엉클로,서울특별시 강북구 수유동 252-164, ,일반,,,일반건축물(단일단위)
강북구,헤어핀,서울특별시 강북구 미아동 3-31, ,일반,,,일반건축물(단일단위)
강북구,제뉴인에이디컴퍼니,서울특별시 강북구 수유동 176-65, ,일반,,,일반건축물(단일단위)
강북구,이마트24번동,서울특별시 강북구 번동 471-14, ,일반,,,일반건축물(단일단위)
강북구,수다방,서울특별시 강북구 번동 465-84,파라다이스,일반,,,일반건축물(단일단위)
강북구,라인컴퍼니,서울특별시 강북구 미아동 215-50, ,일반,,,일반건축물(단일단위)
강북구,동일복원,서울특별시 강북구 번동 437-2, ,일반,,,일반건축물(단일단위)
강북구,명선감자탕,서울특별시 강북구 우이동 7-2, ,일반,,,일반건축물(단일단위)
강북구,장충동이가네족발,서울특별시 강북구 수유동 176-25, ,일반,,,일반건축물(단일단위)
강북구,요가힐엔필라테스,서울특별시 강북구 미아동 838-4, ,일반,,,일반건축물(단일단위)
강북구,미아주유소,서울특별시 강북구 미아동 1360,강북전시장,일반,,,일반건축물(단일단위)
강북구,&헤어,서울특별시 강북구 미아동 833-36, ,일반,,,일반건축물(단일단위)
강북구,오케이단란주점,서울특별시 강북구 번동 448-9, ,일반,,,일반건축물(단일단위)
강북구,크로스로드,서울특별시 강북구 미아동 310-40, ,일반,,,일반건축물(단일단위)
강북구,산아래,서울특별시 강북구 우이동 217-1, ,일반,,,일반건축물(단일단위)
강북구,연합시설관리주,서울특별시 강북구 번동 446-13,가든타워오피스텔,집합,1,109,불일치(등록<실제)
강북구,아이콤잉글리쉬주,서울특별시 강북구 수유동 359-54, ,일반,,,일반건축물(단일단위)
강북구,레드투어주,서울특별시 강북구 미아동 439-236, ,일반,,,일반건축물(단일단위)
강북구,드림드림사회적협동조합,서울특별시 강북구 미아동 127-7, ,일반,,,일반건축물(단일단위)
강북구,주번,서울특별시 강북구 미아동 637-13, ,일반,,,일반건축물(단일단위)
강북구,미소탑항공,서울특별시 강북구 미아동 228-35, ,일반,,,일반건축물(단일단위)
강북구,아이마코,서울특별시 강북구 수유동 189-1, ,일반,,,일반건축물(단일단위)
강북구,트래블리아,서울특별시 강북구 수유동 174-9, ,일반,,,일반건축물(단일단위)
